image_path,label,split,ph,temperature,dissolved_oxygen,salinity,ammonia,turbidity
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_24.jpg,Bacterial diseases - Aeromoniasis,val,6.5,31.43,3.05,28.07,0.047,48.48
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_241.jpg,Bacterial diseases - Aeromoniasis,train,6.74,28.55,3.91,21.19,0.263,40.31
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_242.jpg,Bacterial diseases - Aeromoniasis,train,7.21,35.16,2.92,20.64,0.183,32.2
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_25.jpg,Bacterial diseases - Aeromoniasis,train,6.21,29.11,2.71,22.37,0.085,58.41
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_26.jpg,Bacterial diseases - Aeromoniasis,val,5.57,28.63,5.31,29.97,0.33,46.85
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_27.jpg,Bacterial diseases - Aeromoniasis,val,5.75,31.31,5.25,27.62,0.102,41.48
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_28.jpg,Bacterial diseases - Aeromoniasis,train,6.25,30.91,4.62,25.49,0.071,63.12
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_29.jpg,Bacterial diseases - Aeromoniasis,val,6.48,33.43,3.7,21.72,0.112,31.81
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_3.png,Bacterial diseases - Aeromoniasis,train,5.96,31.95,3.69,30.24,0.295,55.81
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_30.jpg,Bacterial diseases - Aeromoniasis,val,6.19,26.85,1.92,28.83,0.05,53.18
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_31.jpg,Bacterial diseases - Aeromoniasis,train,6.73,30.9,3.75,28.11,0.096,45.3
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_32.jpg,Bacterial diseases - Aeromoniasis,val,6.16,29.84,2.85,26.76,0.02,34.58
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_33.jpg,Bacterial diseases - Aeromoniasis,train,6.87,30.53,2.85,33.79,0.096,46.97
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_34.jpg,Bacterial diseases - Aeromoniasis,val,6.26,33.22,3.27,32.26,0.699,57.23
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_35.jpg,Bacterial diseases - Aeromoniasis,val,5.69,36.75,2.91,26.22,0.137,59.53
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_36.jpg,Bacterial diseases - Aeromoniasis,train,5.85,30.3,2.12,24.33,0.088,25.66
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_37.jpg,Bacterial diseases - Aeromoniasis,val,5.38,33.46,3.03,27.8,0.238,51.75
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_38.jpg,Bacterial diseases - Aeromoniasis,train,6.2,32.23,3.43,37.82,0.066,39.82
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_39.jpg,Bacterial diseases - Aeromoniasis,train,5.74,29.41,4.15,33.68,0.298,39.29
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_4.jpg,Bacterial diseases - Aeromoniasis,train,5.77,32.58,3.36,21.94,0.225,36.6
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_40.jpg,Bacterial diseases - Aeromoniasis,train,6.2,29.47,2.89,29.14,0.266,48.34
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_41.jpg,Bacterial diseases - Aeromoniasis,train,5.99,29.0,2.1,25.08,0.321,36.59
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_42.jpg,Bacterial diseases - Aeromoniasis,train,6.1,29.71,3.38,27.93,0.164,56.88
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_44.jpg,Bacterial diseases - Aeromoniasis,train,5.81,33.61,3.75,35.39,0.078,47.4
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_47.jpg,Bacterial diseases - Aeromoniasis,train,6.28,33.05,3.61,32.27,0.241,56.69
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_5.jpg,Bacterial diseases - Aeromoniasis,train,6.0,31.37,4.17,24.73,0.044,49.18
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_52.jpg,Bacterial diseases - Aeromoniasis,train,6.34,31.48,3.24,22.56,0.251,52.46
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_54.jpg,Bacterial diseases - Aeromoniasis,train,5.92,31.55,3.4,34.31,0.824,57.09
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_57.jpg,Bacterial diseases - Aeromoniasis,train,5.24,29.88,3.36,32.29,0.017,34.73
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_59.jpg,Bacterial diseases - Aeromoniasis,train,6.82,27.19,2.75,29.51,0.355,43.69
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_60.jpg,Bacterial diseases - Aeromoniasis,train,4.88,29.61,4.7,22.21,0.045,23.01
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_63.jpg,Bacterial diseases - Aeromoniasis,val,5.49,32.77,3.4,25.74,0.266,42.78
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_64.jpg,Bacterial diseases - Aeromoniasis,val,5.41,35.62,2.34,21.9,1.033,38.08
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_66.jpg,Bacterial diseases - Aeromoniasis,train,5.96,31.88,2.2,33.78,0.499,50.06
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_67.jpg,Bacterial diseases - Aeromoniasis,val,6.08,31.86,3.57,30.28,0.358,49.48
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_68.jpg,Bacterial diseases - Aeromoniasis,train,6.22,32.77,3.13,33.76,0.031,48.75
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_70.jpg,Bacterial diseases - Aeromoniasis,train,5.65,30.9,2.06,28.51,0.078,38.19
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_71.jpg,Bacterial diseases - Aeromoniasis,train,5.83,26.28,2.84,18.3,0.229,55.24
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_72.jpg,Bacterial diseases - Aeromoniasis,train,5.44,28.58,3.16,27.99,0.241,33.42
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_73.jpg,Bacterial diseases - Aeromoniasis,train,5.97,31.07,3.37,19.83,0.023,42.31
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_74.jpg,Bacterial diseases - Aeromoniasis,train,6.05,28.5,2.98,35.19,0.403,51.41
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_75.jpg,Bacterial diseases - Aeromoniasis,train,6.94,33.31,3.25,25.41,0.309,48.93
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_76.jpg,Bacterial diseases - Aeromoniasis,train,6.51,33.62,2.77,33.27,0.151,46.98
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_77.jpg,Bacterial diseases - Aeromoniasis,train,7.14,31.49,2.68,26.06,0.514,34.68
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_78.jpg,Bacterial diseases - Aeromoniasis,train,5.78,30.94,4.91,34.91,0.065,49.36
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_79.jpg,Bacterial diseases - Aeromoniasis,val,6.12,31.3,3.69,23.91,0.019,55.91
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_80.jpg,Bacterial diseases - Aeromoniasis,train,6.26,29.79,6.03,23.1,1.099,30.36
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_83.jpg,Bacterial diseases - Aeromoniasis,train,7.11,29.85,4.06,27.85,0.577,28.67
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_84.jpg,Bacterial diseases - Aeromoniasis,train,5.76,34.69,4.3,25.5,0.315,48.96
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_85.jpg,Bacterial diseases - Aeromoniasis,train,5.77,29.32,3.18,32.69,0.071,43.43
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_86.jpg,Bacterial diseases - Aeromoniasis,train,6.74,33.87,1.81,26.55,0.872,33.8
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_88.jpg,Bacterial diseases - Aeromoniasis,train,5.32,33.9,2.83,29.39,0.875,29.44
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_89.jpg,Bacterial diseases - Aeromoniasis,train,5.94,31.19,2.17,31.99,0.141,40.06
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_9.jpg,Bacterial diseases - Aeromoniasis,train,7.0,33.13,2.92,26.6,0.009,53.47
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_91.jpg,Bacterial diseases - Aeromoniasis,train,6.83,31.95,3.54,32.12,0.058,47.39
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_93.jpg,Bacterial diseases - Aeromoniasis,train,6.06,30.91,3.78,28.21,0.01,43.69
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_94.jpg,Bacterial diseases - Aeromoniasis,val,5.48,31.2,1.6,31.67,0.152,48.46
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_95.jpg,Bacterial diseases - Aeromoniasis,train,7.35,30.65,4.09,23.84,0.056,47.77
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_96.jpg,Bacterial diseases - Aeromoniasis,train,5.71,30.52,3.37,31.48,0.723,49.96
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_97.jpg,Bacterial diseases - Aeromoniasis,train,7.54,30.86,3.36,32.2,0.008,46.98
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_98.jpg,Bacterial diseases - Aeromoniasis,train,6.37,32.6,2.29,34.53,0.028,33.54
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_99.jpg,Bacterial diseases - Aeromoniasis,train,6.06,31.82,3.46,29.69,0.209,50.64
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_aug_0.jpg,Bacterial diseases - Aeromoniasis,train,6.31,33.97,2.22,30.39,0.4,52.01
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_aug_100.jpg,Bacterial diseases - Aeromoniasis,train,6.01,31.31,3.06,28.06,0.098,32.22
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_aug_101.jpg,Bacterial diseases - Aeromoniasis,val,5.11,28.52,1.48,25.44,0.064,31.77
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_aug_103.jpg,Bacterial diseases - Aeromoniasis,train,7.09,33.52,2.65,37.01,0.119,45.59
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_aug_104.jpg,Bacterial diseases - Aeromoniasis,train,6.78,27.53,1.88,32.09,0.234,69.4
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_aug_106.jpg,Bacterial diseases - Aeromoniasis,train,6.46,33.13,3.81,29.12,0.07,43.11
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_aug_109.jpg,Bacterial diseases - Aeromoniasis,train,6.43,26.77,3.12,24.05,0.406,33.96
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_aug_11.jpg,Bacterial diseases - Aeromoniasis,train,6.65,27.07,2.41,31.76,0.133,43.66
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_aug_110.jpg,Bacterial diseases - Aeromoniasis,train,6.0,31.26,2.13,25.59,0.209,48.2
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_aug_112.jpg,Bacterial diseases - Aeromoniasis,val,6.09,32.38,3.38,33.46,0.011,49.72
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_aug_113.jpg,Bacterial diseases - Aeromoniasis,train,6.18,31.12,3.23,25.19,0.236,38.37
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_aug_115.jpg,Bacterial diseases - Aeromoniasis,val,5.35,29.27,2.63,31.58,0.432,63.2
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_aug_116.jpg,Bacterial diseases - Aeromoniasis,train,5.6,28.91,4.92,23.25,0.334,48.1
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_aug_117.jpg,Bacterial diseases - Aeromoniasis,train,5.99,30.68,3.24,27.41,0.234,29.63
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_aug_118.jpg,Bacterial diseases - Aeromoniasis,train,6.26,30.78,5.26,24.79,0.14,61.39
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_aug_119.jpg,Bacterial diseases - Aeromoniasis,val,6.44,35.07,2.9,27.19,0.022,33.99
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_aug_12.jpg,Bacterial diseases - Aeromoniasis,train,5.67,31.09,2.58,28.94,0.53,29.44
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_aug_120.jpg,Bacterial diseases - Aeromoniasis,train,4.9,31.94,4.18,23.16,1.285,51.95
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_aug_121.jpg,Bacterial diseases - Aeromoniasis,train,7.27,29.24,3.16,30.23,0.048,45.76
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_aug_123.jpg,Bacterial diseases - Aeromoniasis,train,6.2,27.47,3.11,24.38,0.353,58.14
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_aug_124.jpg,Bacterial diseases - Aeromoniasis,train,5.37,28.27,2.95,32.85,0.184,46.42
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_aug_125.jpg,Bacterial diseases - Aeromoniasis,train,6.22,30.23,3.31,27.39,0.381,34.29
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_aug_126.jpg,Bacterial diseases - Aeromoniasis,train,5.57,26.41,3.61,23.59,0.229,23.47
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_aug_127.jpg,Bacterial diseases - Aeromoniasis,train,6.1,33.1,3.27,27.6,0.12,50.68
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_aug_128.jpg,Bacterial diseases - Aeromoniasis,train,6.46,30.56,2.6,30.15,0.106,36.02
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\fish\New Dataset\train_split\Bacterial diseases - Aeromoniasis\Bacterial diseases - Aeromoniasis_aug_130.jpg,Bacterial diseases - Aeromoniasis,train,6.75,32.19,3.18,31.27,0.233,38.5
