image_path,label,split,ph,temperature,dissolved_oxygen,salinity,ammonia,turbidity
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-105-img-1.jpg,WSSV,val,6.29,31.42,2.4,27.27,0.18,32.67
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-105-img-2.jpg,WSSV,train,5.21,29.54,3.46,33.01,0.104,40.52
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-105-img-3.jpg,WSSV,train,6.16,36.11,3.42,27.91,0.165,47.48
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-106-img-1.jpg,WSSV,train,5.12,28.56,4.24,30.66,0.103,39.47
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-106-img-2.jpg,WSSV,train,5.63,29.1,1.78,29.89,0.135,54.2
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-106-img-3.jpg,WSSV,train,5.92,25.81,3.13,27.4,0.088,41.73
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-107-img-1.jpg,WSSV,train,6.38,29.62,3.45,24.46,0.033,49.85
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-107-img-2.jpg,WSSV,train,5.82,32.47,2.87,29.03,0.003,42.59
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-107-img-3.jpg,WSSV,test,6.0,31.53,2.41,23.94,0.118,54.33
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-108-img-1.jpg,WSSV,val,4.76,28.77,3.61,28.14,0.398,25.31
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-108-img-2.jpg,WSSV,train,5.5,32.05,2.51,28.39,0.118,39.96
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-108-img-3.jpg,WSSV,train,6.04,30.04,3.1,26.41,0.738,33.16
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-109-img-1.jpg,WSSV,train,5.86,31.67,3.16,28.73,0.373,56.97
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-109-img-3.jpg,WSSV,train,5.21,33.95,3.58,27.19,0.094,39.72
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-11-img-1.jpg,WSSV,val,5.52,30.01,4.19,29.52,0.12,42.22
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-11-img-3.jpg,WSSV,train,5.9,33.45,2.1,34.44,0.113,53.28
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-110-img-1.jpg,WSSV,train,6.01,27.42,2.78,29.97,0.029,41.72
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-110-img-2.jpg,WSSV,val,6.58,30.09,3.08,22.42,0.122,50.91
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-111-img-1.jpg,WSSV,train,5.83,29.03,3.19,27.14,0.033,49.73
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-111-img-2.jpg,WSSV,val,5.97,31.8,4.52,28.56,0.191,54.96
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-112-img-1.jpg,WSSV,train,5.44,27.31,2.61,32.77,0.759,51.18
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-112-img-2.jpg,WSSV,val,7.01,27.17,3.04,29.21,0.138,46.76
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-112-img-3.jpg,WSSV,train,6.06,32.34,1.44,27.35,0.601,60.13
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-113-img-1.jpg,WSSV,val,6.34,29.0,1.67,26.43,0.395,55.02
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-113-img-2.jpg,WSSV,val,6.94,32.78,3.54,29.52,0.126,43.76
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-113-img-3.jpg,WSSV,train,5.76,35.04,2.94,33.3,0.052,30.93
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-114-img-1.jpg,WSSV,train,5.25,31.55,4.01,24.62,0.165,36.16
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-114-img-2.jpg,WSSV,train,4.55,35.64,3.38,26.61,0.033,28.88
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-115-img-1.jpg,WSSV,train,6.68,32.16,2.26,28.69,0.326,60.19
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-115-img-3.jpg,WSSV,train,6.5,31.15,3.51,33.0,0.018,31.67
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-116-img-1.jpg,WSSV,val,5.89,29.07,3.5,32.92,0.125,56.65
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-116-img-3.jpg,WSSV,train,6.05,32.34,3.54,26.88,0.045,32.21
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-117-img-1.jpg,WSSV,train,7.41,32.43,2.74,25.55,0.011,51.3
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-118-img-1.jpg,WSSV,train,4.37,29.17,5.26,28.2,0.075,52.69
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-118-img-2.jpg,WSSV,test,6.29,26.28,4.81,33.16,0.045,59.58
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-118-img-3.jpg,WSSV,train,5.2,31.89,3.35,30.02,0.053,59.47
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-12-img-1.jpg,WSSV,train,6.92,35.1,5.72,23.51,0.102,30.88
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-12-img-2.jpg,WSSV,train,6.15,35.81,2.58,21.24,0.204,40.29
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-13-img-1.jpg,WSSV,train,4.86,31.07,1.54,26.72,0.633,45.29
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-13-img-3.jpg,WSSV,train,5.94,28.84,3.18,28.07,0.238,49.73
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-14-img-1.jpg,WSSV,train,4.51,29.43,1.33,30.53,0.054,60.75
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-14-img-2.jpg,WSSV,train,8.39,30.8,0.6,26.08,0.137,51.96
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-14-img-3.jpg,WSSV,train,4.99,32.96,2.66,26.73,0.114,47.17
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-15-img-2.jpg,WSSV,train,5.9,35.0,3.84,31.45,0.152,30.84
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-15-img-3.jpg,WSSV,train,5.61,33.39,3.61,27.11,0.014,53.74
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-16-img-1.jpg,WSSV,train,6.08,26.96,3.44,31.73,0.205,40.85
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-16-img-2.jpg,WSSV,test,6.04,31.98,2.61,28.73,0.287,46.24
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-16-img-3.jpg,WSSV,train,6.53,34.66,3.56,31.85,0.262,42.63
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-17-img-1.jpg,WSSV,train,5.53,31.8,2.41,25.47,0.599,52.64
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-17-img-2.jpg,WSSV,train,6.41,32.43,0.5,21.85,0.24,43.55
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-17-img-3.jpg,WSSV,train,5.92,30.24,5.67,25.21,0.139,41.36
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-18-img-1.jpg,WSSV,train,5.97,33.15,3.26,32.56,0.036,41.13
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-18-img-2.jpg,WSSV,test,5.44,34.55,3.11,28.89,0.101,55.18
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-18-img-3.jpg,WSSV,train,6.56,32.49,2.73,27.47,0.122,45.72
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-19-img-1.jpg,WSSV,test,6.91,33.22,3.15,28.97,0.405,55.55
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-19-img-2.jpg,WSSV,train,5.99,33.87,2.58,34.24,0.147,29.7
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-19-img-3.jpg,WSSV,train,5.95,26.27,2.84,23.84,0.128,46.2
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-2-img-1.jpg,WSSV,train,5.72,31.77,2.32,24.48,0.302,62.99
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-2-img-2.jpg,WSSV,train,5.95,31.01,4.06,33.09,0.01,46.54
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-2-img-3.jpg,WSSV,train,6.07,33.23,3.2,30.48,0.4,61.38
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-20-img-1.jpg,WSSV,train,5.19,24.42,3.51,27.62,0.299,37.34
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-20-img-3.jpg,WSSV,test,6.09,33.48,3.75,30.11,0.204,40.23
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-21-img-1.jpg,WSSV,test,5.94,26.41,2.85,31.18,0.054,41.07
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-21-img-2.jpg,WSSV,train,5.67,27.14,3.07,26.06,0.703,35.34
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-22-img-1.jpg,WSSV,train,6.09,31.77,4.65,26.63,1.029,35.28
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-23-img-1.jpg,WSSV,train,7.09,29.8,3.88,37.4,0.14,37.84
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-23-img-3.jpg,WSSV,train,6.87,24.93,1.29,26.02,0.546,41.94
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-24-img-1.jpg,WSSV,train,6.54,23.48,3.66,28.97,0.083,34.1
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-24-img-2.jpg,WSSV,train,6.17,29.43,3.6,16.58,0.075,39.19
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-24-img-3.jpg,WSSV,val,5.95,32.99,1.71,28.18,0.004,50.58
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-25-img-1.jpg,WSSV,train,7.21,29.8,3.46,20.78,0.191,33.24
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-25-img-3.jpg,WSSV,train,5.9,30.99,4.14,22.51,0.196,50.2
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-26-img-1.jpg,WSSV,train,6.27,31.02,1.94,33.42,0.37,41.04
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-26-img-3.jpg,WSSV,train,5.42,34.59,2.92,33.81,0.215,44.22
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-27-img-1.jpg,WSSV,train,5.75,32.75,3.22,21.83,0.076,15.96
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-27-img-3.jpg,WSSV,train,6.45,33.69,3.37,28.84,0.506,34.08
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-28-img-1.jpg,WSSV,train,5.6,34.56,3.13,24.45,0.125,41.19
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-28-img-2.jpg,WSSV,train,6.43,32.9,2.97,27.76,0.097,49.94
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-28-img-3.jpg,WSSV,train,5.43,33.32,3.09,25.91,0.109,44.03
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-29-img-1.jpg,WSSV,train,4.9,29.5,2.43,27.73,0.147,48.64
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-3-img-1.jpg,WSSV,train,6.8,33.43,2.58,28.81,0.282,46.45
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-30-img-1.jpg,WSSV,test,5.71,32.27,2.86,22.06,0.036,42.92
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-30-img-2.jpg,WSSV,train,6.82,27.18,2.36,28.51,0.086,37.55
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-31-img-1.jpg,WSSV,train,5.69,28.56,3.76,22.77,0.937,29.02
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-31-img-3.jpg,WSSV,val,5.72,32.83,3.04,26.14,0.078,60.33
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-32-img-1.jpg,WSSV,train,6.12,29.98,4.0,23.49,0.016,56.28
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-32-img-2.jpg,WSSV,train,6.09,30.73,4.18,23.69,0.363,54.37
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-32-img-3.jpg,WSSV,train,5.75,35.25,2.88,30.73,0.235,33.46
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-33-img-1.jpg,WSSV,val,6.38,29.39,1.87,30.01,0.161,53.61
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-33-img-2.jpg,WSSV,train,5.02,35.87,4.02,25.38,0.066,45.27
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-33-img-3.jpg,WSSV,train,5.54,29.6,1.57,28.19,0.075,34.0
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-34-img-1.jpg,WSSV,train,6.04,32.01,3.77,28.91,0.413,41.76
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-34-img-2.jpg,WSSV,train,4.0,28.94,2.41,32.78,0.26,62.18
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-35-img-1.jpg,WSSV,train,6.23,26.64,2.76,23.63,0.294,46.35
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-35-img-2.jpg,WSSV,test,4.68,36.11,3.44,24.89,0.506,49.26
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-35-img-3.jpg,WSSV,train,6.76,29.48,2.88,25.25,0.716,30.67
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-36-img-1.jpg,WSSV,val,6.41,33.05,3.46,25.87,0.08,31.03
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-36-img-2.jpg,WSSV,train,6.83,28.75,2.43,32.32,0.453,54.43
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-36-img-3.jpg,WSSV,test,6.39,33.68,2.5,29.39,0.263,39.58
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-37-img-1.jpg,WSSV,train,6.06,32.35,3.9,25.33,0.139,44.39
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-37-img-2.jpg,WSSV,train,6.22,32.52,3.41,20.2,0.017,44.32
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-38-img-1.jpg,WSSV,train,6.24,34.42,2.33,33.02,0.078,54.46
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-38-img-2.jpg,WSSV,train,6.31,28.89,3.28,26.07,0.509,43.74
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-38-img-3.jpg,WSSV,test,6.68,31.57,2.75,25.79,0.137,51.96
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-39-img-1.jpg,WSSV,train,5.9,32.25,2.11,28.89,0.027,42.87
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-39-img-2.jpg,WSSV,test,6.81,28.8,3.28,29.92,0.052,59.97
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-39-img-3.jpg,WSSV,val,6.79,31.74,4.21,29.15,0.099,55.95
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-4-img-1.jpg,WSSV,val,5.07,33.97,4.68,31.37,0.058,56.63
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-4-img-2.jpg,WSSV,train,6.61,32.04,3.29,29.55,0.051,63.67
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-4-img-3.jpg,WSSV,val,6.85,33.11,3.61,26.16,0.256,52.57
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-40-img-1.jpg,WSSV,test,5.38,31.71,2.52,30.21,0.067,53.64
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-40-img-2.jpg,WSSV,val,6.09,32.05,2.74,31.52,0.04,45.01
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-40-img-3.jpg,WSSV,train,5.75,29.85,3.89,34.71,0.351,39.92
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-41-img-2.jpg,WSSV,train,4.98,28.6,2.12,21.67,0.617,49.13
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-41-img-3.jpg,WSSV,train,6.51,31.66,3.73,27.72,0.282,35.72
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-42-img-2.jpg,WSSV,test,5.75,30.56,2.47,26.33,0.035,48.44
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-42-img-3.jpg,WSSV,test,5.81,33.69,3.6,36.3,0.283,55.34
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-43-img-1.jpg,WSSV,val,6.98,30.87,2.76,28.67,0.447,54.45
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-43-img-2.jpg,WSSV,train,6.4,28.8,3.79,25.45,0.028,46.27
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-44-img-1.jpg,WSSV,test,6.15,28.4,4.76,20.72,0.359,39.02
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-44-img-2.jpg,WSSV,test,6.32,32.46,3.12,27.77,0.078,47.33
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-44-img-3.jpg,WSSV,train,6.53,33.18,2.43,27.68,0.246,42.0
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-45-img-1.jpg,WSSV,train,5.78,32.64,2.34,34.88,0.227,42.56
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-45-img-2.jpg,WSSV,val,6.36,33.13,2.22,33.81,0.036,45.14
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-45-img-3.jpg,WSSV,test,5.74,30.25,3.85,25.66,0.119,42.46
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-46-img-1.jpg,WSSV,train,5.91,28.06,3.18,25.73,0.018,53.32
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-46-img-2.jpg,WSSV,test,6.1,32.96,3.05,32.77,0.308,37.3
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-46-img-3.jpg,WSSV,val,6.43,29.47,3.36,30.18,1.395,23.28
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-47-img-1.jpg,WSSV,train,5.93,34.23,3.54,33.24,0.544,62.3
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-47-img-3.jpg,WSSV,train,5.21,28.27,3.0,26.62,0.059,49.89
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-48-img-1.jpg,WSSV,train,6.14,25.95,4.35,25.95,0.039,33.29
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-48-img-2.jpg,WSSV,val,7.46,30.96,3.12,26.19,0.329,62.26
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-48-img-3.jpg,WSSV,val,6.31,34.15,2.67,25.07,0.247,41.93
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-49-img-1.jpg,WSSV,train,6.82,31.97,3.87,25.28,0.057,15.86
C:\Users\Asus\PycharmProjects\AquaVision_v1\datasets\shrimp\ShrimpImages\ShrimpImages\WSSV\WSSV-49-img-2.jpg,WSSV,train,4.89,23.92,3.85,28.51,0.403,62.49
